Origin,Dest,Reporting_Airline,TotalFlights,DelayedFlights,CancelledFlights,AvgDepDelay,AvgArrDelay
EYW,SFB,G4,85,42,4,60.49382716049383,57.725
ORD,CHS,OO,85,19,0,7.741176470588235,0.8352941176470589
BHM,CLT,AA,85,25,0,31.070588235294117,30.764705882352942
MSP,STL,OO,85,33,1,22.297619047619047,19.821428571428573
RSW,ORD,WN,85,24,2,3.7228915662650603,0.7469879518072289
RSW,ORH,B6,85,39,3,14.607142857142858,17.395061728395063
HRL,IAH,OO,85,13,1,1.0476190476190477,-8.785714285714286
STL,MSP,OO,85,29,1,19.88095238095238,16.88095238095238
PDX,PHL,AA,85,42,4,27.666666666666668,18.02469135802469
DCA,GSO,MQ,84,12,2,4.512195121951219,-6.780487804878049
TPA,PHL,NK,84,24,0,4.523809523809524,0.9642857142857143
BWI,AVL,G4,84,40,2,45.73170731707317,43.63414634146341
MIA,AUS,MQ,84,29,0,8.19047619047619,11.333333333333334
OKC,DFW,OH,84,28,4,35.7625,34.625
IAH,HRL,OO,84,29,3,8.666666666666666,0.7654320987654321
GSO,DCA,MQ,84,16,0,0.40476190476190477,-3.9285714285714284
DFW,OKC,OH,84,29,5,37.1,35.58227848101266
AVL,BWI,G4,84,44,2,23.975609756097562,23.073170731707318
IAH,PNS,OO,84,33,0,11.0,4.5476190476190474
ATL,RSW,NK,84,32,1,13.012048192771084,9.662650602409638
LIT,ATL,9E,84,26,1,15.180722891566266,11.228915662650602
PNS,IAH,OO,84,24,0,45.38095238095238,41.79761904761905
RSW,ATL,NK,84,25,1,14.36144578313253,13.903614457831326
PHL,TPA,NK,83,40,1,19.463414634146343,18.21951219512195
MCO,TUL,WN,83,64,0,30.867469879518072,28.36144578313253
EWR,ITH,YX,83,18,4,-0.4430379746835443,-5.848101265822785
SJC,AUS,OO,83,13,0,0.5421686746987951,6.228915662650603
AVL,MDW,G4,83,30,3,9.5625,6.4625
RAP,ORD,OO,83,23,0,7.409638554216867,10.168674698795181
MCO,DTW,WN,83,60,2,18.950617283950617,21.8125
BOI,LAS,OO,83,34,1,19.378048780487806,20.670731707317074
BOS,SMF,B6,83,62,1,41.073170731707314,30.963414634146343
BOS,AVL,B6,83,36,1,18.170731707317074,6.728395061728395
CHS,DTW,DL,83,34,2,6.716049382716049,0.8641975308641975
MKE,FLL,WN,83,31,3,8.3875,5.6875
FLL,MKE,WN,83,53,1,24.036585365853657,21.073170731707318
LAS,BOI,OO,83,30,1,9.292682926829269,5.780487804878049
DTW,MCO,WN,83,46,3,23.6125,24.139240506329113
DTW,CHS,DL,83,18,2,2.728395061728395,-0.7160493827160493
MDW,AVL,G4,83,26,3,7.875,5.75
IAD,CLT,YX,83,17,0,3.4698795180722892,-4.192771084337349
ITH,EWR,YX,83,15,3,6.2625,-6.875
BOS,MVY,B6,83,22,1,5.487804878048781,5.353658536585366
AVL,BOS,B6,83,39,1,25.28048780487805,23.962962962962962
SMF,BOS,B6,83,52,2,79.23456790123457,66.49382716049382
MIA,MSP,NK,83,38,2,14.419753086419753,18.77777777777778
ORD,RAP,OO,83,24,0,7.457831325301205,4.419753086419753
TUL,MCO,WN,83,32,0,13.08433734939759,8.414634146341463
MVY,BOS,B6,83,33,1,21.073170731707318,21.365853658536587
AUS,SJC,OO,83,43,0,13.301204819277109,11.048192771084338
BOS,BZN,B6,82,32,1,12.0,4.367088607594937
MSO,DEN,OO,82,21,1,7.407407407407407,5.950617283950617
BZN,BOS,B6,82,52,0,33.59756097560975,32.0125
MSP,MIA,NK,82,25,0,10.341463414634147,8.71951219512195
DEN,MSO,OO,82,26,1,10.222222222222221,-1.8024691358024691
JAC,SFO,OO,82,25,2,10.2375,11.4
SFO,JAC,OO,82,11,0,-2.0,-6.113924050632911
DCA,TUL,OH,82,42,1,27.28395061728395,18.679012345679013
ORF,DAL,WN,82,51,0,18.865853658536587,12.792682926829269
ABE,FLL,G4,81,23,0,5.888888888888889,-1.9876543209876543
ORD,OKC,YX,81,24,0,14.851851851851851,2.4691358024691357
IND,SAN,WN,81,54,0,12.012345679012345,5.160493827160494
BNA,SLC,WN,81,51,0,9.82716049382716,5.802469135802469
XNA,FLL,G4,81,48,0,58.30864197530864,53.51851851851852
FLL,XNA,G4,81,33,0,19.382716049382715,21.88888888888889
JAX,IND,G4,81,41,0,23.691358024691358,24.037037037037038
VPS,IND,G4,81,43,0,22.308641975308642,16.0
OKC,DCA,OH,81,28,1,28.625,22.166666666666668
LAX,OGG,WN,81,34,0,5.753086419753086,6.296296296296297
VPS,LAS,G4,81,29,0,20.604938271604937,13.641975308641975
TUL,DCA,OH,81,33,1,35.625,30.225
LAS,VPS,G4,81,30,0,9.506172839506172,2.5185185185185186
SAN,IND,WN,81,52,0,29.419753086419753,15.08641975308642
IND,JAX,G4,81,21,0,12.839506172839506,13.08641975308642
FLL,ABE,G4,81,25,0,6.518518518518518,1.6049382716049383
OGG,LAX,WN,81,30,0,8.506172839506172,-13.024691358024691
IND,VPS,G4,81,40,0,20.012345679012345,17.962962962962962
DCA,OKC,OH,81,32,1,17.2125,9.278481012658228
DFW,PHL,NK,81,52,3,39.65384615384615,26.285714285714285
GRR,TPA,F9,80,28,2,51.6025641025641,48.62820512820513
DSM,PHX,WN,80,29,0,5.0375,-3.7
ROC,TPA,WN,80,58,0,25.3875,23.531645569620252
IAD,SAV,YX,80,22,0,11.475,9.2375
DAY,SFB,G4,80,39,3,21.92207792207792,16.48051948051948
SFB,DAY,G4,80,37,2,14.64102564102564,13.166666666666666
PHX,DSM,WN,80,27,0,4.6125,-4.6625
DTW,PHL,YX,80,11,1,-0.10126582278481013,-5.7594936708860756
DAL,MSP,WN,80,45,0,15.9375,9.45
AZA,CVG,G4,80,42,0,16.0625,8.15
TPA,GRR,F9,80,32,2,23.807692307692307,17.602564102564102
MDT,MCO,F9,80,40,2,26.78205128205128,20.012820512820515
OKC,ORD,YX,80,10,0,0.5,-7.825
CLT,XNA,OH,80,24,0,2.0125,-6.85
XNA,CLT,OH,80,24,0,9.65,8.4
CVG,AZA,G4,80,17,0,18.85,14.3375
MCO,MDT,F9,80,22,1,13.278481012658228,13.69620253164557
TPA,ROC,WN,80,29,1,7.658227848101266,0.5063291139240507
MSP,DAL,WN,80,42,0,10.2375,4.5875
SAV,IAD,YX,79,6,0,-3.1265822784810124,-8.075949367088608
LGA,MSN,OO,79,12,1,-0.6666666666666666,-2.7435897435897436
BNA,SRQ,G4,79,22,2,10.324675324675324,6.644736842105263
DFW,MFE,OO,79,33,0,12.734177215189874,10.658227848101266
MSP,ANC,AS,79,41,1,9.538461538461538,6.538461538461538
ECP,DCA,MQ,79,43,4,23.842105263157894,25.613333333333333
CVG,PBI,G4,79,25,1,9.346153846153847,1.6794871794871795
JFK,PSP,B6,79,39,1,21.78205128205128,6.48051948051948
MSY,BNA,NK,79,19,2,8.64935064935065,6.1688311688311686
ORD,PNS,OO,79,17,0,2.050632911392405,-1.3924050632911393
MFE,DFW,OO,79,28,0,11.69620253164557,13.341772151898734
DCA,ECP,MQ,79,35,1,12.320512820512821,18.73076923076923
MSN,LGA,OO,79,18,3,15.894736842105264,13.175675675675675
PNS,ORD,OO,79,14,0,14.784810126582279,12.468354430379748
ANC,MSP,AS,79,21,0,-0.7848101265822784,4.050632911392405
PSP,JFK,B6,79,34,1,30.128205128205128,19.48051948051948
PBI,CVG,G4,79,27,1,15.615384615384615,14.333333333333334
SRQ,BNA,G4,79,13,2,-2.779220779220779,-7.342105263157895
BNA,MSY,NK,79,16,2,8.714285714285714,3.25974025974026
PHL,DFW,NK,79,32,3,22.44736842105263,16.105263157894736
ECP,CLT,MQ,78,30,2,15.539473684210526,16.32894736842105
MSP,SDF,9E,78,19,2,5.855263157894737,4.934210526315789
MCI,PIE,G4,78,23,1,18.792207792207794,14.233766233766234
DCA,OKC,AA,78,21,0,7.576923076923077,1.1025641025641026
PVU,MDW,G4,78,20,1,7.246753246753247,6.773333333333333
MCO,HOU,F9,78,25,4,17.013513513513512,14.243243243243244
SJU,TPA,NK,78,28,0,18.923076923076923,17.846153846153847
SDF,MSP,9E,78,35,2,18.92105263157895,20.68421052631579
FLL,CID,G4,78,25,2,8.697368421052632,-7.5394736842105265
HOU,MCO,F9,78,37,4,38.027027027027025,25.43243243243243
CID,FLL,G4,78,22,2,8.460526315789474,-5.197368421052632
OKC,DCA,AA,78,12,0,4.397435897435898,2.1948051948051948
GSO,ORD,YX,78,14,2,-0.19736842105263158,-1.0789473684210527
TPA,SJU,NK,78,32,0,13.679487179487179,7.5256410256410255
CLT,ECP,MQ,78,30,0,18.397435897435898,10.844155844155845
MDW,PVU,G4,78,33,1,32.84415584415584,34.38157894736842
PIE,MCI,G4,78,13,1,3.5844155844155843,-0.09090909090909091
ORD,GSO,YX,78,16,3,0.52,-3.8533333333333335
SFB,IAG,G4,77,20,2,7.223684210526316,5.891891891891892
LAS,OMA,G4,77,12,1,-1.2105263157894737,-6.2368421052631575
ORD,CLE,OO,77,42,1,21.289473684210527,17.31578947368421
PVD,IAD,YX,77,11,2,2.36,-11.973333333333333
HGR,MYR,G4,77,33,3,13.216216216216216,14.013513513513514
LAS,ALB,WN,77,49,0,14.987012987012987,-3.3815789473684212
DEN,SRQ,WN,77,38,3,10.27027027027027,4.712328767123288
PHX,EGE,OO,77,24,0,15.090909090909092,4.907894736842105
ATL,CLT,9E,77,26,0,13.987012987012987,9.831168831168831
PHL,DTW,YX,77,16,1,2.2467532467532467,-5.447368421052632
DAL,ORF,WN,77,40,0,7.636363636363637,6.0
ANC,SLC,DL,77,25,2,6.986666666666666,-3.32
IAG,SFB,G4,77,38,2,19.173333333333332,10.613333333333333
FAR,SFB,G4,77,25,1,7.171052631578948,-0.48
SFB,FAR,G4,77,22,1,3.5,-5.092105263157895
OMA,LAS,G4,77,23,1,7.157894736842105,-1.1578947368421053
SRQ,DEN,WN,77,32,3,11.891891891891891,3.0675675675675675
IAH,MCI,OO,77,26,5,12.527777777777779,14.597222222222221
ALB,LAS,WN,77,58,0,19.61038961038961,16.675324675324674
CLE,ORD,OO,77,31,0,18.68831168831169,14.558441558441558
EGE,PHX,OO,77,32,0,13.675324675324676,11.092105263157896
MIA,PIT,NK,76,11,0,-1.0,-5.9605263157894735
BNA,PVD,G4,76,10,0,8.460526315789474,-0.6973684210526315
ECP,DFW,OH,76,29,0,29.63157894736842,16.144736842105264
PVD,BNA,G4,76,15,0,7.421052631578948,-4.868421052631579
CLT,ATL,9E,76,30,0,18.18421052631579,11.513157894736842
IAD,PVD,YX,76,24,2,6.77027027027027,1.8513513513513513
ABQ,ORD,MQ,76,16,0,0.8026315789473685,-7.368421052631579
MCI,IAH,OO,76,25,8,13.955882352941176,13.283582089552239
DFW,LCH,MQ,76,29,4,15.472222222222221,14.154929577464788
SYR,DEN,F9,76,31,3,7.534246575342466,0.8611111111111112
CMH,MCO,F9,76,34,0,21.75,12.5
SLC,ANC,DL,76,37,2,8.364864864864865,5.148648648648648
PIT,MIA,NK,76,32,0,18.157894736842106,16.026315789473685
MYR,HGR,G4,76,36,3,32.68493150684932,34.465753424657535
ATL,GSP,9E,76,18,0,4.447368421052632,4.746666666666667
MCO,CMH,F9,76,30,0,14.907894736842104,13.407894736842104
LCH,DFW,MQ,76,34,4,37.916666666666664,38.333333333333336
DEN,SYR,F9,76,29,3,11.18918918918919,5.863013698630137
SYR,RSW,F9,75,38,0,18.613333333333333,16.6
ORD,ABQ,MQ,75,23,0,4.08,-0.24
MDT,MYR,G4,75,35,3,11.152777777777779,10.819444444444445
SRQ,EWR,YX,75,29,0,20.2,21.35135135135135
MYR,MDT,G4,75,31,3,11.5,10.63888888888889
SAN,SLC,NK,75,30,1,11.054054054054054,9.013513513513514
EWR,SRQ,YX,75,28,0,10.16,-11.24
MCO,BDL,NK,75,22,1,4.608108108108108,1.4054054054054055
CLE,IAH,F9,75,22,3,15.26388888888889,20.59722222222222
ABQ,MCO,WN,75,49,0,22.0,23.767123287671232
LAS,DTW,WN,75,56,0,14.946666666666667,2.9466666666666668
DEN,DFW,MQ,75,35,0,15.933333333333334,13.613333333333333
MYR,PIT,WN,75,38,0,9.813333333333333,5.1866666666666665
PIT,MYR,WN,75,16,0,1.64,3.5945945945945947
RSW,SYR,F9,75,24,3,13.347222222222221,7.958333333333333
PDX,LIH,AS,75,20,0,2.2933333333333334,-3.625
IAH,CLE,F9,75,38,3,43.416666666666664,46.816901408450704
DFW,BOS,F9,75,8,2,-4.7534246575342465,6.52054794520548
DTW,LAS,WN,75,44,0,15.373333333333333,6.666666666666667
LIH,PDX,AS,75,36,0,26.346666666666668,15.293333333333333
CLE,MIA,MQ,75,20,0,12.72,-0.5333333333333333
BOS,DFW,F9,75,45,4,15.492957746478874,14.528571428571428
DFW,DEN,MQ,75,18,0,3.3466666666666667,0.6533333333333333
DAL,RNO,WN,75,49,1,16.013513513513512,10.95945945945946
ACK,PHL,YX,75,27,8,28.044776119402986,30.865671641791046
GSP,ATL,9E,75,20,1,6.486486486486487,3.9324324324324325
BNA,RSW,NK,75,24,1,11.972972972972974,8.123287671232877
BDL,MCO,NK,75,24,1,5.027027027027027,-1.178082191780822
MCO,ABQ,WN,75,52,1,20.824324324324323,11.85135135135135
BOI,PHX,AA,75,23,0,7.733333333333333,-4.586666666666667
PHX,BOI,AA,75,32,0,20.133333333333333,13.666666666666666
ATL,ATW,OO,75,20,1,31.405405405405407,29.185714285714287
SLC,SAN,NK,75,23,1,12.797297297297296,9.756756756756756
PHL,ACK,YX,75,13,3,-1.8333333333333333,-2.1944444444444446
JAX,FNT,G4,74,35,1,19.52054794520548,13.520547945205479
DEN,PHX,OO,74,33,0,10.85135135135135,7.635135135135135
EWR,HDN,UA,74,16,0,1.7972972972972974,-18.054054054054053
MIA,CLT,F9,74,26,4,20.442857142857143,23.057142857142857
BOS,JAX,YX,74,13,1,3.2972972972972974,-1.1917808219178083
FNT,JAX,G4,74,22,0,5.594594594594595,0.9041095890410958
PHX,MCI,OO,74,24,0,11.567567567567568,1.5675675675675675
CLT,MIA,F9,74,36,3,33.352112676056336,38.04225352112676
ATW,ATL,OO,74,16,2,34.763888888888886,26.125
JAC,IAH,UA,74,35,1,21.17808219178082,15.150684931506849
IAH,JAC,UA,74,28,1,12.945205479452055,4.888888888888889
MIA,CLE,MQ,74,19,1,2.5616438356164384,2.5342465753424657
SLC,BNA,WN,74,39,0,10.472972972972974,4.611111111111111
HDN,EWR,UA,74,21,0,7.675675675675675,-1.1216216216216217
ORD,BDL,YX,74,6,0,-1.837837837837838,-12.04054054054054
BDL,ORD,YX,74,6,0,-5.148648648648648,-16.027397260273972
DFW,ECP,OH,74,21,0,24.554054054054053,19.445945945945947
HYA,DCA,YX,74,24,0,15.72972972972973,16.89041095890411
DCA,HYA,YX,74,15,0,3.0945945945945947,3.4246575342465753
MIA,SAT,MQ,73,25,0,5.876712328767123,20.15068493150685
SFB,BIS,G4,73,11,0,-3.6301369863013697,-8.082191780821917
BZN,ORD,OO,73,13,0,0.5616438356164384,-7.219178082191781
RDU,IND,F9,73,21,4,4.6231884057971016,0.057971014492753624
PWM,RDU,F9,73,23,2,3.492957746478873,-5.47887323943662
MCI,PHX,OO,73,10,0,15.315068493150685,8.10958904109589
IND,RDU,F9,73,31,2,26.661971830985916,25.112676056338028
AZA,FCA,G4,73,12,1,12.305555555555555,6.333333333333333
FLL,BHM,NK,73,23,0,2.8493150684931505,2.7945205479452055
DCA,IAH,OO,73,19,1,18.75,8.833333333333334
LCK,FLL,G4,73,28,2,22.943661971830984,16.3
FLL,LCK,G4,73,23,2,12.352112676056338,11.23943661971831
RDU,PWM,F9,73,18,4,3.130434782608696,2.2753623188405796
ORD,BZN,OO,73,20,0,4.958904109589041,1.5753424657534247
JFK,BUF,OO,73,29,6,41.04477611940298,31.83582089552239
IAH,DCA,OO,73,24,1,10.666666666666666,1.9027777777777777
RSW,BNA,NK,73,18,0,6.383561643835616,6.123287671232877
BUF,JFK,OO,73,17,7,19.454545454545453,15.469696969696969
JAC,SFO,AS,73,18,5,2.7205882352941178,4.029850746268656
SFO,JAC,AS,73,18,5,-0.28169014084507044,-11.411764705882353
BIS,SFB,G4,73,26,0,28.931506849315067,18.945205479452056
SAT,MIA,MQ,73,58,0,29.17808219178082,25.438356164383563
FCA,AZA,G4,73,31,1,24.76388888888889,21.208333333333332
BHM,FLL,NK,73,34,0,10.164383561643836,11.698630136986301
JAX,BOS,YX,73,19,1,6.625,6.111111111111111
SLC,FLL,NK,73,39,2,20.43661971830986,21.760563380281692
RSW,PIT,NK,72,22,0,12.26388888888889,10.166666666666666
MSP,STL,9E,72,14,0,2.3055555555555554,1.8472222222222223
PIA,ORD,MQ,72,23,0,15.069444444444445,8.36111111111111
LGA,TVC,9E,72,20,1,21.63888888888889,13.408450704225352
STL,MSP,9E,72,19,0,6.875,4.472222222222222
SRQ,DSM,G4,72,18,4,25.823529411764707,22.970588235294116
MSN,MCO,F9,72,25,5,28.308823529411764,4.731343283582089
SAF,DFW,MQ,72,32,2,27.5,23.714285714285715
PIT,RSW,NK,72,20,0,8.01388888888889,13.51388888888889
TVC,LGA,9E,72,11,1,14.070422535211268,7.9714285714285715
FLL,SLC,NK,72,33,1,8.295774647887324,-6.535211267605634
MCO,MSN,F9,72,31,4,18.897058823529413,14.102941176470589
DSM,SRQ,G4,72,24,5,14.447761194029852,9.17910447761194
DFW,SAF,MQ,72,27,2,8.385714285714286,5.115942028985507
PHX,DEN,OO,72,14,0,2.486111111111111,6.708333333333333
ORD,PIA,MQ,72,21,0,15.097222222222221,16.732394366197184
DTW,SDF,9E,71,13,1,13.028571428571428,9.471428571428572
MYR,ORD,YX,71,6,0,-3.183098591549296,-11.43661971830986
DCA,BGR,MQ,71,34,5,16.742424242424242,11.257575757575758
HDN,LAX,OO,71,21,1,4.914285714285715,2.257142857142857
TTN,CLT,F9,71,24,6,5.553846153846154,3.0923076923076924
OMA,DTW,9E,71,8,0,-4.732394366197183,-8.67605633802817
SRQ,SDF,G4,71,21,0,6.042253521126761,1.4507042253521127
BGR,DCA,MQ,71,22,3,2.1323529411764706,-11.044117647058824
DFW,MYR,AA,71,40,0,33.12676056338028,34.028169014084504
MCI,PHX,F9,71,23,0,6.169014084507042,-1.9714285714285715
ALB,ORD,YX,71,6,0,-2.295774647887324,-12.80281690140845
MCO,ELP,WN,71,48,0,20.014084507042252,18.239436619718308
MYR,DFW,AA,71,43,0,46.40845070422535,44.74647887323944
SDF,DTW,9E,71,14,1,8.3,0.5571428571428572
DTW,OMA,9E,71,5,0,-3.2253521126760565,-16.661971830985916
SDF,SRQ,G4,71,22,0,20.633802816901408,12.47887323943662
BUF,CLT,F9,71,27,4,11.82089552238806,17.044776119402986
LAX,HDN,OO,71,21,1,8.271428571428572,3.7285714285714286
PHX,MCI,F9,71,19,0,6.549295774647887,-0.1267605633802817
CLT,BUF,F9,71,30,4,13.567164179104477,16.19402985074627
ORD,MYR,YX,71,6,0,-3.8309859154929575,-9.271428571428572
ORD,ALB,YX,71,6,0,-2.5211267605633805,-10.71830985915493
CLT,TTN,F9,71,19,4,6.432835820895522,9.074626865671641
RFD,SRQ,G4,70,19,3,20.865671641791046,12.537313432835822
CVG,PHL,YX,70,8,1,-2.0579710144927534,-2.6956521739130435
PHL,CVG,YX,70,7,2,-5.753623188405797,-11.647058823529411
BHM,ORD,OO,70,37,1,39.44927536231884,25.38235294117647
SJU,STT,F9,70,20,2,6.544117647058823,14.661764705882353
DEN,ATW,G4,70,22,1,11.347826086956522,8.420289855072463
SRQ,RFD,G4,70,12,3,11.985294117647058,10.776119402985074
XNA,ATL,OO,70,12,0,13.985714285714286,15.32857142857143
STT,SJU,F9,70,26,2,10.014705882352942,23.0
ATW,DEN,G4,70,19,1,6.565217391304348,-2.373134328358209
VPS,ICT,G4,70,15,1,6.826086956521739,0.2647058823529412
ICT,VPS,G4,70,20,1,19.63768115942029,7.420289855072464
TVC,PGD,G4,70,40,3,30.47761194029851,24.955223880597014
PGD,TVC,G4,70,15,2,-1.7794117647058822,-2.3823529411764706
ATL,XNA,OO,70,17,0,9.771428571428572,7.898550724637682
ORD,BHM,OO,70,45,2,39.39705882352941,33.13235294117647
SWF,SFB,G4,69,30,0,18.347826086956523,9.73913043478261
DFW,ATL,MQ,69,25,2,9.835820895522389,6.878787878787879
HOU,AVL,G4,69,34,0,52.56521739130435,48.971014492753625
MIA,RIC,MQ,69,22,0,5.333333333333333,1.7681159420289856
AVL,HOU,G4,69,32,0,35.7536231884058,33.594202898550726
LEX,CLT,MQ,69,36,2,14.865671641791044,12.91044776119403
PHL,AUS,YX,69,8,0,-2.4347826086956523,-8.956521739130435
AUS,PHL,YX,69,12,0,-1.5507246376811594,-3.9855072463768115
CLT,LEX,MQ,69,33,2,21.26865671641791,17.64179104477612
RIC,MIA,MQ,69,24,0,6.144927536231884,4.942028985507246
MSY,CLT,NK,69,21,1,8.588235294117647,-8.132352941176471
MCO,ISP,B6,69,13,0,0.6521739130434783,4.6231884057971016
ISP,MCO,B6,69,29,0,9.144927536231885,8.318840579710145
ATL,DFW,MQ,69,33,2,14.149253731343284,2.1343283582089554
SFB,SWF,G4,69,22,0,11.231884057971014,8.478260869565217
STL,LAS,NK,69,21,1,13.529411764705882,13.911764705882353
CLT,MSY,NK,69,22,1,11.308823529411764,9.161764705882353
LAS,STL,NK,69,25,1,6.514705882352941,-0.9850746268656716
ORD,TUL,YX,69,15,0,6.492753623188406,-1.826086956521739
MEM,LAX,NK,68,25,1,26.865671641791046,14.552238805970148
SFB,PVU,G4,68,34,1,12.64179104477612,10.477611940298507
TUL,ORD,YX,68,11,0,8.279411764705882,5.0588235294117645
MCI,PHX,MQ,68,11,0,0.8235294117647058,-4.1911764705882355
RNO,DAL,WN,68,28,0,7.1911764705882355,3.1470588235294117
TYS,MCO,G4,68,24,1,24.238805970149254,20.44776119402985
CLE,SLC,F9,68,29,4,11.46875,7.140625
JFK,ANC,AS,68,13,0,1.7352941176470589,0.7647058823529411
OMA,LAS,F9,68,23,0,12.323529411764707,-2.485294117647059
DCA,BDL,MQ,68,26,0,13.970588235294118,5.573529411764706
SMF,DFW,F9,68,46,2,32.96969696969697,34.015151515151516
ABE,MCO,G4,68,22,2,9.545454545454545,6.615384615384615
DFW,SMF,F9,68,49,0,31.397058823529413,36.705882352941174
PVU,SFB,G4,68,20,1,13.701492537313433,3.791044776119403
LAX,MEM,NK,68,18,1,5.044776119402985,-2.3134328358208953
LAS,OMA,F9,68,22,0,11.147058823529411,6.985294117647059
PIE,MEM,G4,68,31,1,14.970149253731343,12.134328358208956
MCO,TYS,G4,68,35,1,40.223880597014926,39.08955223880597
SLC,CLE,F9,68,28,5,14.095238095238095,13.587301587301587
SFB,RIC,G4,68,30,3,33.184615384615384,30.184615384615384
MEM,PIE,G4,68,33,1,32.62686567164179,24.059701492537314
RIC,SFB,G4,68,37,3,43.10769230769231,37.01538461538462
BDL,DCA,MQ,68,13,0,4.838235294117647,2.9705882352941178
MCO,ABE,G4,68,32,2,19.333333333333332,16.772727272727273
ANC,JFK,AS,68,22,0,3.176470588235294,1.2794117647058822
IAD,JAX,G4,67,34,1,25.59090909090909,24.015151515151516
JAX,DCA,MQ,67,24,0,4.776119402985074,2.1343283582089554
BIS,PIE,G4,67,13,3,0.5625,-26.203125
SFB,RAP,G4,67,18,1,5.166666666666667,1.4848484848484849
SAN,SEA,OO,67,22,0,5.2835820895522385,4.835820895522388
VPS,DCA,YX,67,3,0,-5.2388059701492535,-9.0
DCA,VPS,YX,67,9,0,-1.8059701492537314,-7.8059701492537314
HRL,DFW,OO,67,12,3,5.6875,7.484375
OKC,VPS,G4,67,18,1,1.196969696969697,-1.5
SEA,SAN,OO,67,23,0,6.388059701492537,6.776119402985074
VPS,OKC,G4,67,18,1,3.212121212121212,0.8333333333333334
CLE,PHX,UA,67,12,0,4.477611940298507,-6.4393939393939394
PHX,CLE,UA,67,16,0,2.462686567164179,-10.164179104477611
JAX,IAD,G4,67,29,1,15.712121212121213,14.393939393939394
DFW,TUS,MQ,67,21,0,10.194029850746269,6.7164179104477615
PHX,SAT,OO,67,13,0,4.3283582089552235,5.537313432835821
RAP,SFB,G4,67,27,1,7.878787878787879,-5.7272727272727275
DCA,JAX,MQ,67,17,0,3.4925373134328357,-3.2388059701492535
TUS,DFW,MQ,67,11,0,1.8656716417910448,-6.119402985074627
SAT,PHX,OO,67,9,0,17.35820895522388,20.970149253731343
PIE,BIS,G4,67,11,3,-1.78125,-24.03125
JFK,MCO,F9,67,31,1,13.223880597014926,3.757575757575758
DFW,HRL,OO,67,15,3,1.84375,1.609375
RSW,PVD,B6,66,13,0,2.121212121212121,-2.409090909090909
TPA,JFK,F9,66,10,0,-1.5,-4.121212121212121
DEN,GRB,F9,66,23,0,11.712121212121213,6.757575757575758
HDN,IAH,UA,66,20,1,12.138461538461538,1.6984126984126984
IAH,HDN,UA,66,24,1,9.76923076923077,7.4375
ATW,SRQ,G4,66,18,2,17.203125,8.063492063492063
MKE,RSW,F9,66,25,0,20.181818181818183,17.454545454545453
AZA,FWA,G4,66,16,1,3.769230769230769,-1.476923076923077
SJC,BWI,NK,66,42,3,23.73015873015873,16.523809523809526
BWI,SJC,NK,66,22,2,13.203125,4.222222222222222
ELP,MCO,WN,66,37,1,13.384615384615385,7.25
SAN,BZN,OO,66,15,1,3.1846153846153844,8.338461538461539
BZN,SAN,OO,66,28,1,9.184615384615384,11.446153846153846
XNA,PIE,G4,66,28,2,13.84375,10.578125
FWA,AZA,G4,66,30,1,11.276923076923078,1.3076923076923077
PIE,XNA,G4,66,11,2,4.796875,4.375
RSW,MKE,F9,66,29,1,20.8,10.546875
STL,DFW,F9,66,39,2,27.171875,32.125
IAD,PGD,G4,66,36,0,45.666666666666664,36.666666666666664
PGD,IAD,G4,66,32,0,19.136363636363637,13.136363636363637
MCO,JFK,F9,66,20,0,2.9242424242424243,0.5909090909090909
PHX,ONT,MQ,66,27,0,4.287878787878788,-0.8181818181818182
ONT,PHX,MQ,66,3,0,-4.2727272727272725,-8.712121212121213
TPA,PVD,B6,66,15,0,10.878787878787879,3.6363636363636362
STL,IAH,OO,66,13,4,2.8870967741935485,-4.32258064516129
DTW,PIT,YX,66,14,0,-0.7878787878787878,-6.863636363636363
PHX,MCI,MQ,66,24,0,6.787878787878788,1.106060606060606
SRQ,ATW,G4,66,17,2,29.328125,23.603174603174605
TVC,FLL,G4,66,25,1,27.753846153846155,7.861538461538461
FLL,TVC,G4,66,18,1,13.061538461538461,0.890625
PVD,TPA,B6,66,15,0,10.621212121212121,-4.666666666666667
JFK,TPA,F9,66,25,0,2.484848484848485,-5.606060606060606
GRB,DEN,F9,66,27,0,12.333333333333334,15.045454545454545
GTF,AZA,G4,65,28,0,29.2,29.03076923076923
SFB,ORF,G4,65,20,1,8.625,12.375
PIT,MYR,G4,65,11,1,10.8125,12.375
OKC,LAS,G4,65,30,0,20.49230769230769,18.661538461538463
GRR,FLL,G4,65,18,1,15.203125,13.078125
DFW,STL,F9,65,26,1,15.25,19.75
FWA,ORD,MQ,65,25,0,7.476923076923077,2.8615384615384616
PIT,DTW,YX,65,8,0,-1.9384615384615385,-10.292307692307693
PDX,AZA,G4,65,16,0,-1.8461538461538463,-7.707692307692308
ORD,FWA,MQ,65,20,0,5.615384615384615,0.7076923076923077
MYR,PIT,G4,65,21,3,49.61290322580645,48.88709677419355
SAT,TPA,NK,65,43,2,31.571428571428573,24.523809523809526
AZA,GTF,G4,65,19,0,22.415384615384614,15.338461538461539
LAS,OKC,G4,65,20,0,3.4461538461538463,5.369230769230769
PVD,RSW,B6,65,10,0,-2.5846153846153848,-15.71875
